ID,Context,Source,comments,DE,ES,FR,garbled,JA,lengthened,PT,RU,ZH-Hans
TXT_Tooltip_ResearchPopUp_TechTreeButton,Frontend,Closes this popup and opens the technology tree window.,,Schließt dieses Fenster und öffnet den Technologiebaum.,Cierra esta ventana y abre la pantalla del árbol tecnológico.,Ferme cette fenêtre et ouvre celle de l'arborescence technologique.,,このポップアップを閉じ、技術ツリーウィンドウを開きます。,,Fecha esta janela e abre a árvore de tecnologias.,Закрыть это всплывающее окно и открыть окно дерева исследований.,关闭此弹出消息，打开科技树窗口。
TXT_Tooltip_ResearchPopUp_CloseButton,Frontend,Closes this popup. You can always assign a technology to research later.,,Schließt dieses Fenster. Du kannst später immer noch eine Technologie zum Erforschen zuweisen.,Cierra esta ventana. Puedes elegir un tecnología para invetigar en otro momento.,Ferme cette fenêtre. Rien ne vous empêche d'assigner ultérieurement vos chercheurs à l'étude d'une technologie.,,このポップアップを閉じます。研究を行う技術はいつでも割り当てられます。,,Fecha esta janela. Você pode escolher uma tecnologia para pesquisar mais tarde.,Закрыть это всплывающее окно. Технологию для исследования можно будет выбрать в любой другой момент.,关闭此弹出消息。你可以稍后再分配要研究的科技。
TXT_Tooltip_TerraformingScreen_Title,Frontend,Terraforming Plan,,Terraforming-Plan,Plan de Terraformación,Plan de terraformation,,テラフォーミング計画,,Plano de terraformação,План терраформирования,火星改造规划
TXT_Tooltip_TerraformingScreen_Description,Frontend,This opens the Terraforming Plan screen.,,Öffnet den Terraforming-Plan-Bildschirm.,Abre la pantalla del Plan de Terraformación.,Ouvre l'écran du plan de terraformation.,,テラフォーミング計画画面を開きます。,,Abre a tela do plano de terraformação.,Открыть экран с планом терраформирования.,这将打开火星改造规划界面。
TXT_tooltip_district_buildings_Title,Frontend,District Buildings,,Distriktgebäude,Construcciones del Distrito,Bâtiments du district,,地区内の施設,,Estruturas do distrito,Постройки в районе,地区建筑数
TXT_tooltip_district_buildings_Description,Frontend,Shows the number of buildings grouped inside this district.,,"Zeigt die Anzahl der Gebäude, die sich in diesem Distrikt befinden.",Muestra el número de edificios agrupados dentro del distrito.,Indique le nombre de bâtiments regroupés dans ce district.,,この地区に属している施設数を表示します。,,Mostra a quantidade de estruturas agrupadas neste distrito.,"Отображает количество построек, расположенных в данном районе.",显示该地区内建筑群的数量。
TXT_tooltip_district_population_Title,Frontend,District Population,,Distriktbevölkerung,Población del Distrito,Population du district,,地区内の人口,,População do distrito,Население района,地区人口数
TXT_tooltip_district_population_Description,Frontend,Shows the population currently living in the district.,,"Zeigt die Bevölkerung an, die aktuell im Distrikt lebt.",Muestra la población que vive actualmente en el distrito.,Indique la population actuelle du district.,,地区内に現在居住している人口を表示します。,,Mostra a população que vive atualmente no distrito.,"Отображает численность населения, проживающего в данном районе.",显示当前生活在该地区的人口数。
TXT_tooltip_district_workers_Title,Frontend,Workers And Worker Hubs,,Arbeiter und Relaisstationen,Robots y Estaciones del Distrito,Ouvriers et stations d'ouvriers,,ワーカーとワーカーハブ,,Operários e centrais de operários,Рабочие и узловые станции,工程车与工程车枢纽
TXT_tooltip_district_workers_Description,Frontend,Shows the number of workers and worker hubs in a given district.,,Zeigt die Anzahl der Arbeiter und Relaisstationen im jeweiligen Distrikt an.,Muestra el número de robots y estaciones de Recarga en un distrito determinado.,Indique le nombre d'ouvriers et de stations d'ouvriers d'un district.,,指定した地区内のワーカーとワーカーハブの数を表示します。,,Mostra a quantidade de operários e de centrais de operários em determinado distrito.,"Отображает количество рабочих и узловых станций, расположенных в данном районе.",显示某地区的工程车与工程车枢纽数量。
TXT_tooltip_district_locate_Title,Frontend,Locate District,,Distrikt lokalisieren,Centrar la Cámara en el Distrito,Localiser un district,,地区にカメラ移動,,Localizar distrito,Найти район,定位地区
TXT_tooltip_district_locate_Description,Frontend,Centers the camera over the district.,,Zentriert die Kamera über einem Distrikt.,Centra la cámara sobre el distrito.,Centre la caméra au-dessus du district choisi.,,地区にカメラを合わせます。,,Centraliza a câmera sobre o distrito.,Наводит камеру на выбранный район.,将视角对准地区。
TXT_tooltip_district_rename_Title,Frontend,Rename District,,Distrikt umbenennen,Renombrar el Distrito,Renommer un district,,地区名の変更,,Renomear distrito,Переименовать район,重命名地区
TXT_tooltip_district_rename_Description,Frontend,Opens the panel to rename the district.,,"Öffnet das Fenster, in dem der Distrikt umbenannt werden kann.",Abre el panel para renombrar al distrito.,Ouvre le panneau permettant de renommer un district.,,パネルを開き、地区名を変更します。,,Abre o painel para renomear o distrito.,Позволяет изменить название района.,打开重命名地区的面板。
TXT_tooltip_district_changeColor_Title,Frontend,Change District Color,,Distriktfarbe ändern,Cambiar el color del Distrito,Changer la couleur d'un district,,地区カラーの変更,,Alterar cor do distrito,Сменить цвет района,改变地区颜色
TXT_tooltip_district_changeColor_Description,Frontend,Changes the color assigned to the district.,,"Ändert die Farbe, die dem Distrikt zugewiesen ist.",Cambia el color asignado al distrito.,Modifie la couleur assignée à un district.,,地区に割り当てた色を変更します。,,Altera a cor designada ao distrito.,Позволяет изменить цветовое обозначение района.,改变分配给该地区的颜色。
TXT_tooltip_BIP_districtHUB_Title,Frontend,District Manager,,Distriktverwaltung,Gestor del Distrito,Gestionnaire des districts,,地区マネージャー,,Gerenciador de distrito,Центр управления районом,地区管理
TXT_tooltip_BIP_districtHUB_Description,Frontend,"Districts are automatically generated, grouping buildings together and managing them from this panel.",,"Distrikte werden automatisch generiert, Gebäude werden gruppiert und über dieses Fenster verwaltet.","Los distritos se generan automáticamente, agrupando edificios y administrándolos desde este panel.",Les districts sont générés automatiquement. Leurs bâtiments sont regroupés et vous pouvez les gérer depuis ce panneau.,,地区は自動的に生成されます。このパネルから施設のグループ化と管理を行います。,,"Os distritos são gerados automaticamente, agrupando estruturas e gerenciando-as a partir deste painel.",Постройки автоматически группируются в районы для дальнейшего управления ими с этой панели.,地区是自动生成的。将建筑组成群，在此面板中对其进行管理。
TXT_tooltip_BIP_districHUB_ActivateButton_Title,Frontend,District Activation,,Distriktaktivierung,Activación del Distrito,Activation de district,,地区の有効化,,Ativação do distrito,Вкл./выкл. район,地区运转
TXT_tooltip_BIP_districHUB_ActivateButton_Description,Frontend,"Turns the district on or off. Also, when the building is not operative, the district is automatically deactivated.",,"Aktiviert oder deaktiviert den Distrikt. Wenn das Gebäude nicht in Betrieb ist, wird der Distrikt automatisch deaktiviert.","Enciende o apaga el distrito. Además, cuando el edificio no está operativo, el distrito se desactiva automáticamente.",Permet d'activer ou de désactiver un district. Un district dont le site d'atterrissage ne fonctionne plus est automatiquement désactivé.,,地区の有効化、無効化を切り替えます。施設が稼働していないときは、地区は自動的に無効化します。,,"Ativa ou desativa o distrito. Além disso, quando a estrutura estiver inoperante, o distrito é desativado automaticamente.","Позволяет активировать/деактивировать район. Район автоматически деактивируется, если центральный модуль больше не функционирует.",使地区开始运转或中止运转。以及，建筑中止运转时，地区也会自动中止运转。
TXT_Tooltip_DemoPopUp_Btn,Frontend,Buy the full version on the Store page to carry your progress over to the main game.,,"Kaufe die Vollversion im Shop, um deinen Spielfortschritt ins Hauptspiel zu übertragen.",Compra la versión completa en la Tienda y transfiere tu progreso al juego.,Achetez la version complète à la page du magasin pour transposer votre progression dans le jeu principal.,,ストアページから製品版を購入すると、メインゲームへデータの引き継ぎができます。,,Compre a versão completa do jogo na página da Steam para levar seu progresso ao jogo principal.,"Перенесите сохранённые игры в полную версию, приобретя её на нашей страничке в Steam.",前往商店页购买游戏完整版，将你的进度转移至主游戏。
TXT_Tooltip_Icon_NoAchievement_Title,Frontend,Achievements disabled,,Erfolge deaktiviert,Logros deshabilitados,Succès désactivés,,実績無効,,Conquistas desativadas,Достижения отключены,成就已禁用
TXT_Tooltip_Icon_NoAchievement_Description,Frontend,Achievements are disabled in this save file.,,Erfolge sind bei diesem Spielstand deaktiviert.,Los logros están deshabilitados en esta partida guardada.,Les succès sont désactivés pour cette sauvegarde.,,このセーブデータでは実績が無効です。,,As conquistas deste arquivo de jogo estão desativadas.,В данном файле сохранения отключены достижения.,此存档将无法解锁成就。
TXT_Tooltip_Icon_Modded_Title,Frontend,Save with mods,,Mit Mods speichern,Guardar con mods,Sauvegarde avec mods,,MODが含まれるセーブデータ,,Salvar com mods,Сохранить с модификациями,保存游戏且不禁用模组
TXT_Tooltip_Icon_Modded_Description,Frontend,This save has mods active.,,Bei diesem Spielstand sind Mods aktiviert.,Esta partida tiene mods activos.,Cette sauvegarde a des mods d'activés.,,このセーブデータはMODがアクティブです。,,Este jogo salvo tem mods ativos.,В данном сохранении включены модификации.,此存档启用了模组。
TXT_Tooltip_Button_ListView_Title,Frontend,List View,,Listenansicht,Ver en Lista,Affichage - liste,,リスト表示,,Exibir lista,Список,列表显示
TXT_Tooltip_Button_ThumbView_Title,Frontend,Thumbnail View,,Vorschaubilder,Ver en Miniatura,Affichage - icônes,,サムネイル表示,,Exibir miniaturas,Эскизы,缩略图显示
TXT_Tooltip_Button_Refresh_Title,Frontend,Refresh,,Aktualisieren,Actualizar,Rafraîchir,,更新,,Atualizar,Обновить,刷新
TXT_Tooltip_Legends_BuildingOutOfArea_Title,Frontend,Building Outside The Water Supply Network,,Gebäude außerhalb des Wasserversorgungsnetzes,Edificio Fuera De La Red de Suministro de Agua,Construire en dehors du réseau d'alimentation en eau,,配水網外の施設,,Estrutura fora da rede de abastecimento de água,Вне системы водоснабжения,供水网络未覆盖建筑
TXT_Tooltip_Legends_BuildingOutOfArea_Description,Frontend,Shows which buildings are not connected to the water supply network.,,"Zeigt an, welche Gebäude nicht an das Wasserversorgungsnetz angeschlossen sind.",Muesta los edificos que no están conectados a la red de suministro de agua.,Indique quels bâtiments ne sont pas reliés au réseau d'alimentation en eau.,,配水網に接続されていない施設を表示します。,,Mostra quais estruturas não estão conectadas à rede de abastecimento de água.,"Показывает, какие из построек не подсоединены к системе водоснабжения",显示哪些建筑尚未接入供水网络。
TXT_Tooltip_Lens_Pipes,Frontend,Water,,Wasser,Agua,Eau,,水,,Água,Вода,水
TXT_Tooltip_PipesLens_Description,Frontend,This lens shows the bodies of water and the water supply network.,,Diese Ansicht zeigt Gewässer und das Wasserversorgungsnetz.,Esta lente muestra los cuerpos de agua y la red de suministro de agua.,"Cette lentille vous montre les étendues d'eau, ainsi que le réseau d'alimentation en eau.",,配水網と水域が表示される視点です。,,Essa visão mostra os corpos de água e a rede de abastecimento de água.,Данный режим отображает водоёмы и элементы системы водоснабжения.,该视图显示水体和供水网络的情况。
TXT_tooltip_BIP_colony_LowWater_Title,Frontend,Low Water Supply,,Geringe Wasserversorgung,"Suministro de Agua Insuficiente ",Faible alimentation en eau,,給水量の低下,,Abastecimento de água baixo,Недостаточно воды,水量低
TXT_tooltip_BIP_colony_LowWater_Description,Frontend,The building will not produce resources if the water supply remains too low.,,"Das Gebäude produziert keine Nahrung mehr, wenn es weiter so schlecht mit Wasser versorgt wird.",Este edificio no producirá recursos si el suministro de agua permanece bajo.,Ce bâtiment ne produit pas de nourriture si l'alimentation en eau est trop faible.,,給水量が低いままだと、該当する施設で食糧が生産されません。,,A estrutura não vai produzir comida se o abastecimento de água permanecer muito baixo.,"Если и дальше будет поступать так мало воды, эта постройка перестанет производить пищу.",若水量仍然偏低，该建筑将不会生产食物。
TXT_tooltip_MainMenu_Saves_OldSave_Title,Frontend,Incompatible Memory File,,Inkompatibler Spielstand,Archivo De Memoria Incompatible,Fichier de souvenir incompatible,,互換性のないメモリーファイル,,Arquivo de memória incompatível,Несовместимый файл памяти,存档不兼容
TXT_tooltip_MainMenu_Saves_OldSave_Description,Frontend,The memory file is not compatible with the current game version. You will have to switch back to a previous version to load it.,,"Der Spielstand, den du laden möchtest, ist mit der aktuellen Spielversion nicht kompatibel. Du musst zu einer vorherigen Version wechseln, um ihn zu laden.",Este archivo de memoria no es compatible con la versión actual del juego. Debes regresar a una versión anterior para poder cargarlo.,Le fichier de souvenir n'est pas compatible avec la version actuelle du jeu. Vous devez revenir à une version précédente du jeu pour pouvoir le charger.,,こちらのメモリーファイルは現在のゲームバージョンと互換性がありません。続きから遊ぶ場合は、ゲームを旧バージョンに切り替える必要があります。,,"O arquivo de memória não é compatível com a versão atual do jogo. Para carregá-lo, você precisa usar uma versão anterior.","Этот файл памяти несовместим с текущей версией игры. Чтобы загрузить его, вам придётся переключиться на предыдущую версию игры.",存档与当前游戏版本不兼容。你必须切换回前一版本，才可加载此存档。
TXT_tooltip_MainMenu_Load_AllFilesOld_Description,Frontend,None of these memory files are compatible with the current game version. Switch back to a previous version to load them.,,"Keiner dieser Spielstände ist mit der aktuellen Spielversion kompatibel. Wechsle zu einer vorherigen Version, um sie laden zu können.",Ninguno de estos archivos de memoria es compatible con la versión actual del juego. Regresa a una versión anterior para cargarlos.,Aucun de ces fichiers de souvenir n'est compatible avec la version actuelle du jeu. Vous devez revenir à une version précédente du jeu pour pouvoir les charger.,,現在のゲームバージョンと互換性のあるデータがありません。旧バージョンに切り替えると、セーブデータを読み込めます。,,"Nenhum arquivo de memória é compatível com a versão atual do jogo. Para carregá-los, você precisa usar uma versão anterior.","Ни один из файлов памяти не совместим с текущей версией игры. Чтобы загрузить их, переключитесь на предыдущую версию игры.",这些存档均与当前游戏版本不兼容。切换回前一版本才可加载。
TXT_Tooltip_BIP_Humidity,Frontend,Water Level,,Wasserstand,Nivel del Agua,Réserves d'eau,,水の量,,Nível da água,Уровень воды,水量
TXT_Tooltip_BIP_TreatedWater,Frontend,Running Water,,Fließwasser,Agua Corriente,Eau courante,,配水中の水,,Água corrente,Проточная вода,自来水
TXT_Tooltip_BIP_ArableLand,Frontend,Arable Land,,Kultivierbares Land,Terreno Cultivable,Terres arables,,耕作可能地,,Terra arável,Пахотные земли,可耕地
TXT_Tooltip_BIP_O2_Capture,Frontend,O<sub>2</sub> Capture,,O<sub>2</sub>-Bindung,Captura de O<sub>2</sub>,Capture d'O<sub>2</sub>,,O<sub>2</sub>の捕集,,Captura de O<sub>2</sub>,Улавливание O<sub>2</sub>,氧气捕获
TXT_Tooltip_WaterFlow,Frontend,Running Water,,Fließwasser,Agua Corriente,Eau courante,,配水中の水,,Água corrente,Проточная вода,自来水
TXT_Tooltip_Trees,Frontend,Plant-covered Area,,Pflanzengebiet,Área Con Vegetación,Zone couverte de plantes,,植物の生育エリア,,Área coberta por plantas,"Регион, заселённый растениями",植物覆盖区域
TXT_Tooltip_O2Up,Frontend,O<sub>2</sub> Release,,O<sub>2</sub>-Freisetzung,Propagación de O<sub>2</sub>,Libération d'O<sub>2</sub>,,O<sub>2</sub>の放出,,Liberação de O<sub>2</sub>,Выработка O<sub>2</sub>,氧气释放
TXT_Tooltip_CO2Down,Frontend,CO<sub>2</sub> Capture,,CO<sub>2</sub>-Bindung,Captura de CO<sub>2</sub>,Capture de CO<sub>2</sub>,,CO<sub>2</sub>の捕集,,Captura de CO<sub>2</sub>,Улавливание CO<sub>2</sub>,二氧化碳</sub>捕获
TXT_Tooltip_ResearchBonus,Frontend,Research Point Bonus,,Forschungspunktbonus,Bonificación a los pts. de inv.,Bonus de points de recherche,,調査ポイントボーナス,,Ponto de pesquisa extra,Бонус к очкам исследований,科研点数加成
TXT_Tooltip_Lichen,Frontend,Lichen-covered Land,,Flechtenbedecktes Land,Terreno Cubierto Por Liquen,Terre couverte de lichen,,地衣植物繫殖エリア,,Área coberta por líquens,"Регион, заселённый лишайниками",地衣覆盖土地
TXT_Tooltip_Water,Frontend,Raw Water,,Brauchwasser,Agua Cruda,Eau brute,,生水,,Água bruta,Неочищенная вода,原生水
TXT_Tooltip_WaterCyanobacteria,Frontend,Cyanobacteria Cluster,,Cyanobakterien-Cluster,Cúmulo De Cianobacterias,Amas de cyanobactéries,,シアノバクテリアの群生場所,,Aglomerado de cianobactérias,Скопление цианобактерий,蓝藻群
TXT_Tooltip_WaterArea,Frontend,Surrounding Water,,Umliegendes Wasser,"Agua Circundante ",Eau environnante,,周囲に水,,Água circundante,Окружающая вода,周围水
TXT_Tooltip_LandArea,Frontend,Surrounding Arable Land,,Umliegendes kultivierbares Land,"Terreno Cultivable Circundante ",Terres arables environnantes,,周囲に耕作可能地,,Terra arável circundante,Окружающие пахотные земли,周围可耕地
TXT_Tooltip_ResearchLabBonus,Frontend,"Research Bonus: <style=""Upgrade"">{0}</style>",,"Forschungslaborbonus: <style=""Upgrade"">{0}</style>","Bonificación a los P. de Inv.: <style=""Upgrade"">{0}</style>","Bonus du laboratoire de recherche : <style=""Upgrade"">{0}</style>",,"調査研究所ボーナス：<style=""Upgrade"">{0}</style>",,"Bônus de laboratório de pesquisa: <style=""Upgrade"">{0}</style>","Бонус от лабораторий: <style=""Upgrade"">{0}</style>","科研实验室加成：<style=""Upgrade"">{0}点</style>"
TXT_Tooltip_Date_Autumn_description,Frontend,"The sky is generally clearer in this season, the second-longest since Mars makes a long journey on its eccentric elliptical orbit.",,Der Himmel ist meist klar in dieser zweitlängsten Jahreszeit auf dem langen Weg des Mars auf seiner exzentrischen elliptischen Umlaufbahn um die Sonne.,"El cielo está generalmente más despejado durante esta temporada, la segunda más larga debido a que Marte realiza un largo trayecto sobre su excéntrica órbita elíptica.","Le ciel est généralement plus dégagé en cette saison, une des plus longues, l'orbite de Mars décrivant une ellipse autour du soleil.",,火星が長く歪んだ楕円軌道を描いているため、この季節は二番目に長い季節となっており、空は全般的に澄んでいます。,,"O céu costuma estar mais claro nesta estação, a segunda mais longa, pois Marte está na parte longa de sua órbita elíptica e excêntrica.","Второе по продолжительности марсианское время года, когда планета проходит по длинному отрезку своей вытянутой эллиптической орбиты. Отличается сравнительно благоприятными атмосферными условиями.",每年到了这个时候，火星就进入了离心椭圆轨道的长边，所以这就成了行星第二长的季节，天空一般来说，也相对干净了一些。
TXT_Tooltip_Date_Spring_description,Frontend,"The dustiest semester of storms begins with this season, the second-shortest since Mars travels a short distance on its eccentric elliptical orbit.",,Die heftigsten Staubstürme gibt es in dieser zweitkürzesten Jahreszeit auf dem langen Weg des Mars auf seiner exzentrischen elliptischen Umlaufbahn um die Sonne.,"El semestre de tormentas más intensas inicia con esta temporada, la segunda más corta debido a que Marte cubre un corto trayecto sobre su excéntrica órbita elíptica.","Le semestre de tempêtes de sable débute en cette saison, une des plus courtes en raison de l'orbite elliptique de la planète rouge.",,火星が短く歪んだ楕円軌道を描いているため、この季節は二番目に短い季節となっており、嵐による塵が最も多い期間が始まります。,,"O semestre mais tempestuoso e poeirento começa nesta estação, a segunda mais curta, pois Marte está na parte curta de sua órbita elíptica e excêntrica.","Второе с конца по продолжительности марсианское время года, когда планета проходит по короткому отрезку своей вытянутой эллиптической орбиты. Открывает шестимесячный сезон бурь.",每年到了这个时候，火星就进入了离心椭圆轨道的短边，所以这就成了行星第二短的季节，行星每年的沙尘暴时期也就是由此开始。
TXT_Tooltip_Date_Summer_description,Frontend,"Mars is closest to the sun at this time, and the southern hemisphere is tilted towards it, which makes this the hottest season.",,"Der Mars kommt dieser Zeit der Sonne am nächsten und die südliche Hemisphäre ist zur Sonne hingeneigt, was dies zur wärmsten Jahreszeit macht.","Marte está más cerca del sol en este momento, y el hemisferio sur está inclinado hacia él, lo que hace que esta sea la estación más calurosa.","C'est à cette période de sa révolution que Mars passe au plus près du soleil, vers lequel est incliné l'hémisphère sud de la planète. Cette saison est donc la plus chaude de l'année.",,火星が太陽に最も近づき、南半球が太陽の方向に傾いているため、最も暑い季節となっています。,,"Marte está mais próximo do Sol neste período e o hemisfério sul está inclinado na direção dele, o que torna esta estação a mais quente.","Период, когда Марс находится ближе всего к Солнцу и обращён к нему своим южным полушарием. Наиболее жаркое из марсианских времён года.",火星这个时候距离太阳最近，而且南半球向太阳倾斜，这个季节因而成为了全年最热的时候。
TXT_Tooltip_Date_Winter_description,Frontend,"Mars is farthest away from the Sun, and the southern hemisphere is tilted against it, which leaves the South pole in total darkness.",,"Der Mars ist am weitesten von der Sonne entfernt und die südliche Hemisphäre ist von der Sonne abgeneigt, wodurch der Südpol in völliger Dunkelheit liegt.","Marte está más lejos del Sol y el hemisferio sur se inclina contra del mismo, lo que deja al polo sur en total oscuridad.","À cette période de l'année, Mars est au plus loin du soleil et son pôle sud se retrouve plongé dans le noir total, la planète présentant son hémisphère nord au soleil.",,火星が太陽から最も離れており、南半球が太陽と逆向きに傾いているため、南極は完全な暗闇に覆われます。,,"Marte está mais distante do Sol neste período e o hemisfério sul está inclinado para longe dele, o que deixa o polo sul em total escuridão.","Время года, когда Марс находится дальше всего от Солнца и обращён своим южным полушарием от него. На южном полюсе в это время царит полярная ночь.",火星这个时候距离太阳最远，而且南半球倾斜方向背离太阳，因而令南极一片黑暗。
TXT_Stats_GameSpeed,Frontend,Simulation speed slider,,Simulationsgeschwindigkeit-Regler,Control de velocidad de la simulación,Réglette de vitesse de la simulation,,シミュレーション速度スライダー,,Barra de velocidade da simulação,Шкала скорости отображения,模拟速度滑块
TXT_Stats_GameSpeed_Description,Frontend,"Regulates AMI's perception of time. Pause, speed up or slow it down using 0-5 keys (Default Settings).",,"Reguliert AMIs Wahrnehmung der Zeit. Pausiere, beschleunige oder verlangsame sie mit den Tasten 0-5 (Standard).","Regula la percepción del tiempo de AMI. Pausa, acelera o ralentiza usando las teclas 0-5 (Configuración predeterminada).","Règle la perception qu'AMI a du passage du temps. Utilisez les touches 0-5 (par défaut) pour mettre le jeu sur pause, l'accélérer, ou au contraire le ralentir.",,AMIの時間認識を調節します。初期設定では、0-5キーでポーズ、スピードの増加および減少が可能です。,,"Regula a percepção de tempo de AMI. Use as teclas 0-5 (configuração padrão) para pausar, acelerar ou desacelerar o tempo.","Регулирует то, как ЭМИ воспринимает происходящее вокруг неё. Субъективно воспринимаемое время можно поставить на паузу, ускорить или замедлить, нажимая на клавиши от 0 до 5 (настройка по умолчанию).",可以调节AMI对于时间的认知。0到5这几个数字键（默认键位）可令模拟时间暂停、加快或减缓。
TXT_Stats_GameSpeedx0_Title,Frontend,Simulation speed at 0x,,Simulationsgeschwindigkeit bei 0x,Velocidad de la simulación a 0x,Vitesse de simulation à 0x,,0xシミュレーション速度,,Velocidade da simulação em 0x,Скорости отображения при 0x,0倍速
TXT_Stats_GameSpeedx1_Title,Frontend,Simulation speed at 1x,,Simulationsgeschwindigkeit bei 1x,Velocidad de la simulación a 1x,Vitesse de simulation à x1,,1xシミュレーション速度,,Velocidade da simulação em 1x,Скорости отображения при 1x,1倍速
TXT_Stats_GameSpeedx2_Title,Frontend,Simulation speed at 2x,,Simulationsgeschwindigkeit bei 2x,Velocidad de la simulación a 2x,Vitesse de simulation à x2,,2xシミュレーション速度,,Velocidade da simulação em 2x,Скорости отображения при 2x,2倍速
TXT_Stats_GameSpeedx4_Title,Frontend,Simulation speed at 4x,,Simulationsgeschwindigkeit bei 4x,Velocidad de la simulación a 4x,Vitesse de simulation à x4,,4xシミュレーション速度,,Velocidade da simulação em 4x,Скорости отображения при 4x,4倍速
TXT_Stats_GameSpeedx8_Title,Frontend,Simulation speed at 8x,,Simulationsgeschwindigkeit bei 8x,Velocidad de la simulación a 8x,Vitesse de simulation à x8,,8xシミュレーション速度,,Velocidade da simulação em 8x,Скорости отображения при 8x,8倍速
TXT_Stats_GameSpeedx16_Title,Frontend,Simulation speed at 16x,,Simulationsgeschwindigkeit bei 16x,Velocidad de la simulación a 16x,Vitesse de simulation à x16,,16xシミュレーション速度,,Velocidade da simulação em 16x,Скорости отображения при 16x,16倍速
TXT_Tooltip_GameSpeedx0,Frontend,"At this speed, the simulation pauses but clicking on buildings, resources, or other items still opens their pop-up menu.",,"Bei dieser Geschwindigkeit pausiert die Simulation, wobei trotzdem das Popup-Menü geöffnet wird, wenn du auf Gebäude, Ressourcen oder anderes klickst.","A esta velocidad, la simulación se detiene, pero al hacer clic en edificios, recursos u otros elementos el menú emergente aún se abre.","À cette vitesse, la simulation se met sur pause, mais si vous cliquez sur des bâtiments, des ressources ou d'autres éléments, cela ouvre tout de même leur menu déroulant.",,このスピードではシミュレーションが停止しますが、施設、資源、その他のアイテムをクリックしてポップアップメニューを開くことは可能です。,,"Nesta velocidade, a simulação pausa, mas clicar em estruturas, recursos e outros itens ainda abre o menu contextual.","На этой скорости происходящее фактически останавливается, однако постройки и месторождения по-прежнему реагируют на нажатие мышью, отображая соответствующие меню.",这个速度下，模拟暂停，点击建筑设施、资源和其他对象仍会打开相应的弹出界面。
TXT_Tooltip_GameSpeedx1,Frontend,"At this speed, 1 Sol equals 10 seconds and represents real-time.",,"Bei dieser Geschwindigkeit entspricht 1 Sol 10 Sekunden, also Echtzeit.","A esta velocidad, 1 sol equivale a 10 segundos y representa el tiempo real.","À cette vitesse, 1 sol égale 10 secondes et le jeu se déroule en temps réel.",,このスピードでは1火星日が10秒に等しく、現実と同じ時間経過になります。,,"Nesta velocidade, 1 sol equivale a 10 segundos, representando o tempo real.",На этой скорости сутки сменяются за 10 секунд. Данное значение принимается за режим реального времени.,这个速度下，1日等于10秒，与实际时间相等。
TXT_Tooltip_GameSpeedx2,Frontend,"At this speed, 1 Sol equals 5 seconds, which allows paying attention to daily tasks or small events even though time passes faster.",,"Bei dieser Geschwindigkeit entspricht 1 Sol 5 Sekunden, wodurch du dich um tägliche Aufgaben oder kleine Ereignisse kümmern kannst, obwohl die Zeit schneller verstreicht.","A esta velocidad, 1 sol equivale a 5 segundos, lo que permite prestar atención a las tareas diarias o pequeños eventos aunque el tiempo pase más rápido.","À cette vitesse, 1 sol égale 5 secondes, ce qui vous permet de prêter attention aux tâches quotidiennes et aux événements de moindre importance, mais le temps passe tout de même plus vite.",,このスピードでは1火星日が5秒に等しく、やや速い時間経過速度ではありますが、日常的なタスクや小さな出来事には十分に対処できます。,,"Nesta velocidade, 1 sol equivale a 5 segundos, o que permite prestar atenção às tarefas diárias e eventos menores, mesmo com o tempo correndo mais rápido.",На этой скорости сутки сменяются за 5 секунд. Такой темп по-прежнему позволяет уделять внимание повседневным задачам или малозначительным происшествиям несмотря на в целом ускоренное течение времени.,这个速度下，1日等于5秒，虽然时间流逝加快，但是依然能够关注日常任务和小型事件。
TXT_Tooltip_GameSpeedx4,Frontend,"At this speed, 1 Sol equals 2.5 seconds, convenient to carry out both short and long-term terraforming tasks.",,"Bei dieser Geschwindigkeit entspricht 1 Sol 2,5 Sekunden, sodass du problemlos sowohl kurze als auch längere Terraforming-Aufgaben ausführen kannst.","A esta velocidad, 1 Sol equivale a 2.5 segundos, conveniente para realizar tareas de terraformación de corto y largo plazo.","À cette vitesse, 1 sol égale 2,5 secondes, ce qui est pratique pour accomplir les tâches de terraformation à court et à long terme.",,このスピードでは1火星日が2.5秒に等しく、短期から長期までのテラフォーミング事業を行うのに便利です。,,"Nesta velocidade, 1 sol equivale a 2,5 segundos, um tempo conveniente para realizar tarefas de terraformação tanto de curto quanto de longo prazo.","На этой скорости сутки сменяются за 2,5 секунды. Такой темп удобен для решения как краткосрочных, так и стратегических вопросов терраформирования.",这个速度下，1日等于2.5秒，适合开展短期和长期地球化改造任务。
TXT_Tooltip_GameSpeedx8,Frontend,"At this speed, 1 Sol equals 1.25 seconds and significantly speeds up several long processes.",,"Bei dieser Geschwindigkeit entspricht 1 Sol 1,25 Sekunden, wodurch zahlreiche langwierige Prozesse beschleunigt werden.","A esta velocidad, 1 Sol equivale a 1,25 segundos y acelera considerablemente varios procesos largos.","À cette vitesse, 1 sol égale 1,25 seconde, ce qui accélère grandement les processus longs.",,このスピードでは1火星日が1.25秒に等しく、長期間にわたる処理を劇的に高速化できます。,,"Nesta velocidade, 1 sol equivale a 1,25 segundo, o que acelera significativamente processos muito longos.","На этой скорости сутки сменяются за 1,25 секунды. Такой темп существенно ускоряет реализацию многих долговременных задач.",这个速度下，1日等于1.25秒，若干长期流程用时大大缩短。
